AUTOR;DATA;NOME DO LOCAL;SOLO/ÁGUA;CARACTERÍSTICA LOCAL;STATUS AMBIENTAL;Latitude 1;Longitude 2;PONTO;TRATAMENTO;ESTADO DO SOLO;pH;TEMPERATURA;MATÉRIA ÔRGANICA;OD (mg/L);COND (µc/cm);OD (%);RÉPLICA;CÂMARA;CO2 flux (mg/m2/day)
Janaina;04/02/2023;Área urbana;SOLO;URBANO;Antrópico;-16.04268611;-57.63463611;4;SOLO EXPOSTO;Queimado;;;;;;;2;TRANSPARENTE;36793.17
Janaina;04/02/2023;Área urbana;SOLO;URBANO;Antrópico;-16.04268611;-57.63463611;4;SOLO EXPOSTO;Queimado;;;;;;;3;TRANSPARENTE;43576.38
Janaina;04/02/2023;Área urbana ;SOLO;URBANO;Antrópico;-16.04268611;-57.63463611;4;SOLO EXPOSTO;Natural ;;;;;;;1;Escura ;41314.11
Janaina;04/02/2023;Área urbana ;SOLO;URBANO;Antrópico;-16.04268611;-57.63463611;4;SOLO EXPOSTO;Natural ;;;;;;;2;Escura ;39284.79
Janaina;04/02/2023;Área urbana ;SOLO;URBANO;Antrópico;-16.04268611;-57.63463611;4;SOLO EXPOSTO;Natural ;;;;;;;3;Escura ;50708.24
Janaina;04/02/2023;Área urbana ;SOLO;URBANO;Antrópico;-16.04268611;-57.63463611;4;SOLO EXPOSTO;Queimado ;;;;;;;1;Escura ;58504.40
Janaina;04/02/2023;Área urbana ;SOLO;URBANO;Antrópico;-16.04268611;-57.63463611;4;SOLO EXPOSTO;Queimado;;;;;;;2;Escura ;34549.60
Janaina;04/02/2023;Área urbana ;SOLO;URBANO;Antrópico;-16.04268611;-57.63463611;4;SOLO EXPOSTO;Queimado;;;;;;;3;Escura ;29060.68
Janaina;21/02/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Natural ;;;;;;;1;TRANSPARENTE;12506.65
Janaina;21/02/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Natural ;;;;;;;2;TRANSPARENTE;15893.60
Janaina;21/02/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Natural ;;;;;;;3;TRANSPARENTE;30419.64
Janaina;21/02/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Natural ;;;;;;;1;TRANSPARENTE;6216.76
Janaina;21/02/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Natural ;;;;;;;2;TRANSPARENTE;26041.44
Janaina;21/02/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Natural ;;;;;;;3;TRANSPARENTE;29412.52
Janaina;21/02/2023;Área de reserva ;SOLO;VEGETAÇÃO PRIMÁRIA;Natural;-16.15388889;-57.64250000;2;SOLO EXPOSTO;Natural ;;;;;;;1;TRANSPARENTE;15763.65
Janaina;21/02/2023;Área de reserva ;SOLO;VEGETAÇÃO PRIMÁRIA;Natural;-16.15388889;-57.64250000;2;SOLO EXPOSTO;Natural ;;;;;;;2;TRANSPARENTE;17671.93
Janaina;21/02/2023;Área de reserva ;SOLO;VEGETAÇÃO PRIMÁRIA;Natural;-16.15388889;-57.64250000;2;SOLO EXPOSTO;Natural ;;;;;;;3;TRANSPARENTE;16898.20
Janaina;21/02/2023;Área de reserva ;SOLO;VEGETAÇÃO PRIMÁRIA;Natural;-16.15388889;-57.64250000;2;SOLO EXPOSTO;Natural ;;;;;;;1;Escura ;15206.59
Janaina;21/02/2023;Área de reserva ;SOLO;VEGETAÇÃO PRIMÁRIA;Natural;-16.15388889;-57.64250000;2;SOLO EXPOSTO;Natural ;;;;;;;2;Escura ;26542.17
Janaina;21/02/2023;Área de reserva ;SOLO;VEGETAÇÃO PRIMÁRIA;Natural;-16.15388889;-57.64250000;2;SOLO EXPOSTO;Natural ;;;;;;;3;Escura ;17818.22
Janaina;21/02/2023;Área de reserva ;SOLO;VEGETAÇÃO PRIMÁRIA;Natural;-16.15388889;-57.64250000;3;SOLO EXPOSTO;Natural ;;;;;;;1;TRANSPARENTE;59501.98
Janaina;21/02/2023;Área de reserva ;SOLO;VEGETAÇÃO PRIMÁRIA;Natural;-16.15388889;-57.64250000;3;SOLO EXPOSTO;Natural ;;;;;;;2;TRANSPARENTE;37469.83
Janaina;21/02/2023;Área de reserva ;SOLO;VEGETAÇÃO PRIMÁRIA;Natural;-16.15388889;-57.64250000;3;SOLO EXPOSTO;Natural ;;;;;;;3;TRANSPARENTE;23470.96
Janaina;21/02/2023;Área de reserva ;SOLO;VEGETAÇÃO PRIMÁRIA;Natural;-16.15388889;-57.64250000;3;SOLO EXPOSTO;Natural ;;;;;;;1;Escura ;47946.96
Janaina;21/02/2023;Área de reserva ;SOLO;VEGETAÇÃO PRIMÁRIA;Natural;-16.15388889;-57.64250000;3;SOLO EXPOSTO;Natural ;;;;;;;2;Escura ;51084.98
Janaina;21/02/2023;Área de reserva ;SOLO;VEGETAÇÃO PRIMÁRIA;Natural;-16.15388889;-57.64250000;3;SOLO EXPOSTO;Natural ;;;;;;;3;Escura ;34943.91
Janaina;21/02/2023;Área de reserva ;SOLO;VEGETAÇÃO PRIMÁRIA;Natural;-16.15388889;-57.64250000;4;SOLO EXPOSTO;Natural ;;;;;;;1;TRANSPARENTE;107891.25
Janaina;21/02/2023;Área urbana;SOLO;URBANO;Antrópico;-16.04268611;-57.63463611;4;SOLO EXPOSTO;Natural ;;;;;;;2;TRANSPARENTE;68537.32
Janaina;21/02/2023;Área urbana;SOLO;URBANO;Antrópico;-16.04268611;-57.63463611;4;SOLO EXPOSTO;Natural ;;;;;;;3;TRANSPARENTE;78176.19
Janaina;21/02/2023;Área urbana;SOLO;URBANO;Antrópico;-16.04268611;-57.63463611;4;SOLO EXPOSTO;Queimado;;;;;;;1;TRANSPARENTE;71184.41
Janaina;21/02/2023;Área urbana;SOLO;URBANO;Antrópico;-16.04268611;-57.63463611;4;SOLO EXPOSTO;Queimado;;;;;;;2;TRANSPARENTE;57294.88
Janaina;21/02/2023;Área urbana;SOLO;URBANO;Antrópico;-16.04268611;-57.63463611;4;SOLO EXPOSTO;Queimado;;;;;;;3;TRANSPARENTE;76942.07
Janaina;21/02/2023;Área urbana;SOLO;URBANO;Antrópico;-16.04268611;-57.63463611;4;SOLO EXPOSTO;Natural ;;;;;;;1;Escura;46164.55
Janaina;21/02/2023;Área urbana;SOLO;URBANO;Antrópico;-16.04268611;-57.63463611;4;SOLO EXPOSTO;Natural ;;;;;;;2;Escura;43405.98
Janaina;21/02/2023;Área urbana;SOLO;URBANO;Antrópico;-16.04268611;-57.63463611;4;SOLO EXPOSTO;Natural ;;;;;;;3;Escura;63632.84
Janaina;21/02/2023;Área urbana;SOLO;URBANO;Antrópico;-16.04268611;-57.63463611;4;SOLO EXPOSTO;Queimado;;;;;;;1;Escura;62109.87
Janaina;21/02/2023;Área urbana;SOLO;URBANO;Antrópico;-16.04268611;-57.63463611;4;SOLO EXPOSTO;Queimado;;;;;;;2;Escura;61820.75
Janaina;21/02/2023;Área urbana;SOLO;URBANO;Antrópico;-16.04268611;-57.63463611;4;SOLO EXPOSTO;Queimado;;;;;;;3;Escura;56162.26
Janaina;30/03/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Natural ;;;;;;;1;TRANSPARENTE;74966.03
Janaina;30/03/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Natural ;;;;;;;2;TRANSPARENTE;12258.68
Janaina;30/03/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Natural ;;;;;;;3;TRANSPARENTE;35634.30
Janaina;30/03/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Natural ;;;;;;;1;Escura ;47858.54
Janaina;30/03/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Natural ;;;;;;;2;Escura ;25808.36
Janaina;30/03/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Natural ;;;;;;;3;Escura ;28368.13
Janaina;30/03/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;2;SOLO EXPOSTO;Natural ;;;;;;;1;TRANSPARENTE;38451.56
Janaina;30/03/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;2;SOLO EXPOSTO;Natural ;;;;;;;2;TRANSPARENTE;123250.00
Janaina;30/03/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;2;SOLO EXPOSTO;Natural ;;;;;;;3;TRANSPARENTE;90343.21
Janaina;30/03/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;2;SOLO EXPOSTO;Natural ;;;;;;;1;Escura ;30374.70
Janaina;30/03/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;2;SOLO EXPOSTO;Natural ;;;;;;;2;Escura ;110250.30
Janaina;30/03/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;2;SOLO EXPOSTO;Natural ;;;;;;;3;Escura ;97370.37
Janaina;30/03/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;3;SOLO EXPOSTO;Natural ;;;;;;;1;TRANSPARENTE;85712.11
Janaina;30/03/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;3;SOLO EXPOSTO;Natural ;;;;;;;2;TRANSPARENTE;98570.94
Janaina;30/03/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;3;SOLO EXPOSTO;Natural ;;;;;;;3;TRANSPARENTE;73057.45
Janaina;30/03/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;3;SOLO EXPOSTO;Natural ;;;;;;;1;Escura ;98336.96
Janaina;30/03/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;3;SOLO EXPOSTO;Natural ;;;;;;;2;Escura ;71051.11
Janaina;30/03/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;3;SOLO EXPOSTO;Natural ;;;;;;;3;Escura ;59723.19
Janaina;30/03/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;4;SOLO EXPOSTO;Natural ;;;;;;;1;TRANSPARENTE;74966.03
Janaina;30/03/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;4;SOLO EXPOSTO;Natural ;;;;;;;2;TRANSPARENTE;12258.68
Janaina;30/03/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;4;SOLO EXPOSTO;Natural ;;;;;;;3;TRANSPARENTE;35634.30
Janaina;30/03/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;4;SOLO EXPOSTO;Natural ;;;;;;;1;Escura ;47858.54
Janaina;30/03/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;4;SOLO EXPOSTO;Natural ;;;;;;;2;Escura ;25808.36
Janaina;30/03/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;4;SOLO EXPOSTO;Natural ;;;;;;;3;Escura ;28368.13
Janaina;30/03/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Natural ;;;;;;;1;TRANSPARENTE;25909.90
Janaina;28/04/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Natural ;;;;;;;2;TRANSPARENTE;24043.90
Janaina;28/04/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Natural ;;;;;;;3;TRANSPARENTE;8298.70
Janaina;28/04/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Natural ;;;;;;;1;Escura ;-71963.09
Janaina;28/04/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Natural ;;;;;;;2;Escura ;42224.87
Janaina;28/04/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Natural ;;;;;;;3;Escura ;4810.38
Janaina;28/04/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Natural ;;;;;;;1;TRANSPARENTE;49679.62
Janaina;28/04/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;2;SOLO EXPOSTO;Natural ;;;;;;;2;TRANSPARENTE;200315.84
Janaina;28/04/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;2;SOLO EXPOSTO;Natural ;;;;;;;3;TRANSPARENTE;10670.55
Janaina;28/04/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;2;SOLO EXPOSTO;Natural ;;;;;;;1;Escura ;15632.35
Janaina;28/04/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;2;SOLO EXPOSTO;Natural ;;;;;;;2;Escura ;73977.58
Janaina;28/04/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;2;SOLO EXPOSTO;Natural ;;;;;;;3;Escura ;13184.67
Janaina;28/04/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;3;SOLO EXPOSTO;Natural ;;;;;;;1;TRANSPARENTE;42721.60
Janaina;28/04/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;3;SOLO EXPOSTO;Natural ;;;;;;;2;TRANSPARENTE;28217.88
Janaina;28/04/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;3;SOLO EXPOSTO;Natural ;;;;;;;3;TRANSPARENTE;29434.63
Janaina;28/04/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;3;SOLO EXPOSTO;Natural ;;;;;;;1;Escura ;45427.29
Janaina;28/04/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;3;SOLO EXPOSTO;Natural ;;;;;;;2;Escura ;26002.99
Janaina;28/04/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;3;SOLO EXPOSTO;Natural ;;;;;;;3;Escura ;19714.92
Janaina;28/04/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;4;SOLO EXPOSTO;Natural ;;;;;;;1;TRANSPARENTE;92830.80
Janaina;28/04/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;4;SOLO EXPOSTO;Natural ;;;;;;;2;TRANSPARENTE;27054.69
Janaina;28/04/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;4;SOLO EXPOSTO;Natural ;;;;;;;3;TRANSPARENTE;39415.34
Janaina;28/04/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;4;SOLO EXPOSTO;Natural ;;;;;;;1;Escura ;59124.51
Janaina;28/04/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;4;SOLO EXPOSTO;Natural ;;;;;;;2;Escura ;32698.78
Janaina;28/04/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;4;SOLO EXPOSTO;Natural ;;;;;;;3;Escura ;39708.60
Janaina;19/05/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Natural ;;;;;;;1;TRANSPARENTE;22931.50
Janaina;19/05/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Natural ;;;;;;;2;TRANSPARENTE;26430.13
Janaina;19/05/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Natural ;;;;;;;3;TRANSPARENTE;14962.35
Janaina;19/05/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Natural ;;;;;;;1;Escura ;-97740.99
Janaina;19/05/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Natural ;;;;;;;2;Escura ;-88625.53
Janaina;19/05/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Natural ;;;;;;;3;Escura ;11665.16
Janaina;19/05/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;2;SOLO EXPOSTO;Natural ;;;;;;;1;TRANSPARENTE;14246.70
Janaina;19/05/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;2;SOLO EXPOSTO;Natural ;;;;;;;2;TRANSPARENTE;16437.27
Janaina;19/05/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;2;SOLO EXPOSTO;Natural ;;;;;;;3;TRANSPARENTE;13974.01
Janaina;19/05/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;2;SOLO EXPOSTO;Natural ;;;;;;;1;Escura ;11481.87
Janaina;19/05/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;2;SOLO EXPOSTO;Natural ;;;;;;;2;Escura ;-36117.30
Janaina;19/05/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;2;SOLO EXPOSTO;Natural ;;;;;;;3;Escura ;3789.79
Janaina;19/05/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;3;SOLO EXPOSTO;Natural ;;;;;;;1;TRANSPARENTE;28213.68
Janaina;19/05/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;3;SOLO EXPOSTO;Natural ;;;;;;;2;TRANSPARENTE;-70458.14
Janaina;19/05/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;3;SOLO EXPOSTO;Natural ;;;;;;;3;TRANSPARENTE;35205.45
Janaina;19/05/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;3;SOLO EXPOSTO;Natural ;;;;;;;1;Escura ;35004.77
Janaina;19/05/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;3;SOLO EXPOSTO;Natural ;;;;;;;2;Escura ;23114.32
Janaina;19/05/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;3;SOLO EXPOSTO;Natural ;;;;;;;3;Escura ;39070.80
Janaina;19/05/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;4;SOLO EXPOSTO;Natural ;;;;;;;1;TRANSPARENTE;28819.77
Janaina;19/05/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;4;SOLO EXPOSTO;Natural ;;;;;;;2;TRANSPARENTE;23739.38
Janaina;19/05/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;4;SOLO EXPOSTO;Natural ;;;;;;;3;TRANSPARENTE;20401.52
Janaina;19/05/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;4;SOLO EXPOSTO;Natural ;;;;;;;1;Escura ;21850.49
Janaina;19/05/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;4;SOLO EXPOSTO;Natural ;;;;;;;2;Escura ;23547.95
Janaina;19/05/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;4;SOLO EXPOSTO;Natural ;;;;;;;3;Escura ;15261.93
Janaina;01/06/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Natural ;;;;;;;1;TRANSPARENTE;18283.01
Janaina;01/06/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Natural ;;;;;;;2;TRANSPARENTE;16038.14
Janaina;01/06/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Natural ;;;;;;;3;TRANSPARENTE;-20147.39
Janaina;01/06/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Natural ;;;;;;;1;Escura ;-32324.49
Janaina;01/06/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Natural ;;;;;;;2;Escura ;-18100.55
Janaina;01/06/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Natural ;;;;;;;3;Escura ;-5873.80
Janaina;01/06/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;2;SOLO EXPOSTO;Natural ;;;;;;;1;TRANSPARENTE;-11402.01
Janaina;01/06/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;2;SOLO EXPOSTO;Natural ;;;;;;;2;TRANSPARENTE;16934.62
Janaina;01/06/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;2;SOLO EXPOSTO;Natural ;;;;;;;3;TRANSPARENTE;7782.54
Janaina;01/06/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;2;SOLO EXPOSTO;Natural ;;;;;;;1;Escura ;3117.04
Janaina;01/06/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;2;SOLO EXPOSTO;Natural ;;;;;;;2;Escura ;-45052.01
Janaina;01/06/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;2;SOLO EXPOSTO;Natural ;;;;;;;3;Escura ;-16129.96
Janaina;01/06/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;3;SOLO EXPOSTO;Natural ;;;;;;;1;TRANSPARENTE;14400.56
Janaina;01/06/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;3;SOLO EXPOSTO;Natural ;;;;;;;2;TRANSPARENTE;7382.67
Janaina;01/06/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;3;SOLO EXPOSTO;Natural ;;;;;;;3;TRANSPARENTE;14478.47
Janaina;01/06/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;3;SOLO EXPOSTO;Natural ;;;;;;;1;Escura ;-56408.82
Janaina;01/06/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;3;SOLO EXPOSTO;Natural ;;;;;;;2;Escura ;-20386.94
Janaina;01/06/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;3;SOLO EXPOSTO;Natural ;;;;;;;3;Escura ;-25401.52
Janaina;01/06/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;4;SOLO EXPOSTO;Natural ;;;;;;;1;TRANSPARENTE;7304.17
Janaina;01/06/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;4;SOLO EXPOSTO;Natural ;;;;;;;2;TRANSPARENTE;10410.69
Janaina;01/06/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;4;SOLO EXPOSTO;Natural ;;;;;;;3;TRANSPARENTE;10031.48
Janaina;01/06/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;4;SOLO EXPOSTO;Natural ;;;;;;;1;Escura ;9131.71
Janaina;01/06/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;4;SOLO EXPOSTO;Natural ;;;;;;;2;Escura ;-18925.94
Janaina;01/06/2023;Área agricola ;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;4;SOLO EXPOSTO;Natural ;;;;;;;3;Escura ;8177.41
Janaina;21/08/2022;Fazenda Grendene;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Queimado;;;;;;;1;TRANSPARENTE;9261.53
Janaina;21/08/2022;Fazenda Grendene;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Queimado;;;;;;;2;TRANSPARENTE;8398.40
Janaina;21/08/2022;Fazenda Grendene;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Queimado;;;;;;;3;TRANSPARENTE;10350.92
Janaina;21/08/2022;Fazenda Grendene;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Natural ;;;;;;;1;TRANSPARENTE;6924.26
Janaina;21/08/2022;Fazenda Grendene;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Natural ;;;;;;;2;TRANSPARENTE;11965.92
Janaina;21/08/2022;Fazenda Grendene;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;1;SOLO EXPOSTO;Natural ;;;;;;;3;TRANSPARENTE;11470.18
Janaina;21/08/2022;Em frente a fazenda Grendene;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;2;SOLO EXPOSTO;Queimado;;;;;;;1;TRANSPARENTE;8771.80
Janaina;21/08/2022;Em frente a fazenda Grendene;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;2;SOLO EXPOSTO;Queimado;;;;;;;2;TRANSPARENTE;10725.04
Janaina;21/08/2022;Em frente a fazenda Grendene;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;2;SOLO EXPOSTO;Queimado;;;;;;;3;TRANSPARENTE;6448.58
Janaina;21/08/2022;Em frente a fazenda Grendene;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;2;SOLO EXPOSTO;Natural ;;;;;;;1;TRANSPARENTE;3487.53
Janaina;21/08/2022;Em frente a fazenda Grendene;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;2;SOLO EXPOSTO;Natural ;;;;;;;2;TRANSPARENTE;3003.48
Janaina;21/08/2022;Em frente a fazenda Grendene;SOLO;PASTAGEM;Antrópico;-16.15413889;-57.64280556;2;SOLO EXPOSTO;Natural ;;;;;;;3;TRANSPARENTE;4506.49
Janaina;21/08/2022;ST. ARQ. Carne Seca;SOLO;VEGETAÇÃO PRIMÁRIA;Natural;-16.08186111;-57.70536111;3;SOLO EXPOSTO;Queimado;;;;;;;1;TRANSPARENTE;7373.49
Janaina;21/08/2022;ST. ARQ. Carne Seca;SOLO;VEGETAÇÃO PRIMÁRIA;Natural;-16.08186111;-57.70536111;3;SOLO EXPOSTO;Queimado;;;;;;;2;TRANSPARENTE;11367.42
